"CUSIP.NO";"X";"ISSUER.NAME";"ISSUER.DESCRIPTION";"STATUS"
"G5478K 10 0";"";"LIANLUO SMART LTD";"SHS";""
"G5480U 10 4";"*";"LIBERTY GLOBAL PLC";"SHS CL A";""
"G5480U 90 4";"";"LIBERTY GLOBAL PLC";"CALL";""
"G5480U 95 4";"";"LIBERTY GLOBAL PLC";"PUT";""
"G5480U 11 2";"";"LIBERTY GLOBAL PLC";"SHS CL B";""
"G5480U 12 0";"*";"LIBERTY GLOBAL PLC";"SHS CL C";""
"G5480U 90 0";"";"LIBERTY GLOBAL PLC";"CALL";""
"G5480U 95 0";"";"LIBERTY GLOBAL PLC";"PUT";""
"G5494J 10 3";"*";"LINDE PLC";"SHS";""
"G5494J 90 3";"";"LINDE PLC";"CALL";""
"G5494J 95 3";"";"LINDE PLC";"PUT";""
"G5509L 10 1";"*";"LIVANOVA PLC";"SHS";""
"G5509L 90 1";"";"LIVANOVA PLC";"CALL";""
"G5509L 95 1";"";"LIVANOVA PLC";"PUT";""
"G56372 10 8";"";"LONGEVITY ACQUISITION CORP";"UNIT 08/29/2024";""
"G56372 11 6";"";"LONGEVITY ACQUISITION CORP";"*W EXP 07/31/202";""
"G56372 12 4";"";"LONGEVITY ACQUISITION CORP";"RIGHT 07/31/2020";""
"G56372 13 2";"";"LONGEVITY ACQUISITION CORP";"ORD SHS";""
"G5698W 11 6";"";"LUXFER HOLDINGS PLC";"SHS";""
"G56981 10 6";"";"LUOKUNG TECHNOLOGY CORP";"SHS";""
"G57279 10 4";"*";"LUXOFT HLDG INC";"ORD SHS CL A";"DELETED"
"G57279 90 4";"";"LUXOFT HLDG INC";"CALL";"DELETED"
"G57279 95 4";"";"LUXOFT HLDG INC";"PUT";"DELETED"
"G5753U 11 2";"*";"MAIDEN HOLDINGS LTD";"SHS";""
"G5753U 90 2";"";"MAIDEN HOLDINGS LTD";"CALL";""
"G5753U 95 2";"";"MAIDEN HOLDINGS LTD";"PUT";""
"G5784H 10 6";"*";"MANCHESTER UTD PLC NEW";"ORD CL A";""
"G5784H 90 6";"";"MANCHESTER UTD PLC NEW";"CALL";""
"G5784H 95 6";"";"MANCHESTER UTD PLC NEW";"PUT";""
"G5785G 10 7";"*";"MALLINCKRODT PUB LTD CO";"SHS";""
"G5785G 90 7";"";"MALLINCKRODT PUB LTD CO";"CALL";""
"G5785G 95 7";"";"MALLINCKRODT PUB LTD CO";"PUT";""
"G5876H 10 5";"*";"MARVELL TECHNOLOGY GROUP LTD";"ORD";""
"G5876H 90 5";"";"MARVELL TECHNOLOGY GROUP LTD";"CALL";""
"G5876H 95 5";"";"MARVELL TECHNOLOGY GROUP LTD";"PUT";""
"G59290 10 9";"";"MDJM LTD";"SHS";""
"G5960L 10 3";"*";"MEDTRONIC PLC";"SHS";""
"G5960L 90 3";"";"MEDTRONIC PLC";"CALL";""
"G5960L 95 3";"";"MEDTRONIC PLC";"PUT";""
"G59665 10 2";"";"MEIRAGTX HOLDINGS PLC";"COM";""
"G6S41R 10 1";"";"OSMOTICA PHARMACEUTICALS PLC";"SHS";""
"G60630 10 3";"*";"MFC BANCORP LTD";"USD MFC SHS";"DELETED"
"G60630 90 3";"";"MFC BANCORP LTD";"CALL";"DELETED"
"G60630 95 3";"";"MFC BANCORP LTD";"PUT";"DELETED"
"G6095L 10 9";"*";"APTIV PLC";"SHS";""
"G6095L 90 9";"";"APTIV PLC";"CALL";""
"G6095L 95 9";"";"APTIV PLC";"PUT";""
"G6096M 10 6";"";"APTORUM GROUP LIMITED";"CL A ORD SHS";""
"G6181K 10 6";"";"MMTEC INC";"SHS";""
"G6200P AA 0";"";"MOMO INC";"DEBT  1.250% 7/0";"DELETED"
"G6331P 10 4";"*";"ALPHA & OMEGA SEMICONDUCTOR";"SHS";""
"G6331P 90 4";"";"ALPHA & OMEGA SEMICONDUCTOR";"CALL";""
"G6331P 95 4";"";"ALPHA & OMEGA SEMICONDUCTOR";"PUT";""
"G6333L 10 1";"";"ITERUM THERAPEUTICS PLC";"SHS";""
"G6359F 10 3";"*";"NABORS INDUSTRIES LTD";"SHS";""
"G6359F 90 3";"";"NABORS INDUSTRIES LTD";"CALL";""
"G6359F 95 3";"";"NABORS INDUSTRIES LTD";"PUT";""
"G6359F 12 9";"";"NABORS INDUSTRIES LTD";"6% PFD CNV SR A";""
"G63637 10 5";"*";"NABRIVA THERAPEUTICS PLC";"SHS";""
"G63637 90 5";"";"NABRIVA THERAPEUTICS PLC";"CALL";""
"G63637 95 5";"";"NABRIVA THERAPEUTICS PLC";"PUT";""
"G637AM 10 2";"";"MYOVANT SCIENCES LTD";"COM";""
"G6375R 10 7";"";"NATIONAL ENERGY SERVICES REU";"SHS";""
"G6375R 11 5";"";"NATIONAL ENERGY SERVICES REU";"*W EXP 05/05/202";""
"G63907 10 2";"*";"NAM TAI PPTY INC";"SHS";""
"G63907 90 2";"";"NAM TAI PPTY INC";"CALL";""
"G63907 95 2";"";"NAM TAI PPTY INC";"PUT";""
"G64335 10 5";"";"NEWATER TECHNOLOGY INC";"SHS";""
"G6455X 10 7";"";"NETSHOES CAYMAN LTD";"COM";"DELETED"
"G6485P 10 8";"";"NEW FRONTIER CORP";"COM CL A";""
"G6485P 11 6";"";"NEW FRONTIER CORP";"UNIT 99/99/9999";""
"G6485P 12 4";"";"NEW FRONTIER CORP";"*W EXP 99/99/999";""
"G6518L 10 8";"*";"NIELSEN HLDGS PLC";"SHS EUR";""
"G6518L 90 8";"";"NIELSEN HLDGS PLC";"CALL";""
"G6518L 95 8";"";"NIELSEN HLDGS PLC";"PUT";""
"G6525F AA 0";"";"NIO INC";"DEBT  4.500% 2/0";""
"G65431 10 1";"*";"NOBLE CORP PLC";"SHS USD";""
"G65431 90 1";"";"NOBLE CORP PLC";"CALL";""
"G65431 95 1";"";"NOBLE CORP PLC";"PUT";""
"G6564A 10 5";"*";"NOMAD FOODS LTD";"USD ORD SHS";""
"G6564A 90 5";"";"NOMAD FOODS LTD";"CALL";""
"G6564A 95 5";"";"NOMAD FOODS LTD";"PUT";""
"G65772 20 7";"*";"NORDIC AMERN OFFSHORE LTD";"SHS";"DELETED"
"G65772 90 7";"";"NORDIC AMERN OFFSHORE LTD";"CALL";"DELETED"
"G65772 95 7";"";"NORDIC AMERN OFFSHORE LTD";"PUT";"DELETED"
"G65773 10 6";"*";"NORDIC AMERICAN TANKERS LIMI";"COM";""
"G65773 90 6";"";"NORDIC AMERICAN TANKERS LIMI";"CALL";""
"G65773 95 6";"";"NORDIC AMERICAN TANKERS LIMI";"PUT";""
"G66721 10 4";"*";"NORWEGIAN CRUISE LINE HLDG L";"SHS";""
"G66721 90 4";"";"NORWEGIAN CRUISE LINE HLDG L";"CALL";""
"G66721 95 4";"";"NORWEGIAN CRUISE LINE HLDG L";"PUT";""
"G6674U 10 8";"*";"NOVOCURE LTD";"ORD SHS";""
"G6674U 90 8";"";"NOVOCURE LTD";"CALL";""
"G6674U 95 8";"";"NOVOCURE LTD";"PUT";""
"G6700G 10 7";"*";"NVENT ELECTRIC PLC";"SHS";""
"G6700G 90 7";"";"NVENT ELECTRIC PLC";"CALL";""
"G6700G 95 7";"";"NVENT ELECTRIC PLC";"PUT";""
"G6772P 10 0";"";"ONE MADISON CORP";"COM CL A";"DELETED"
"G6772P 11 8";"";"ONE MADISON CORP";"UNIT 99/99/9999";"DELETED"
"G6772P 12 6";"";"ONE MADISON CORP";"*W EXP 99/99/999";"DELETED"
"G67828 20 5";"*";"ORIGIN AGRITECH LIMITED";"SHS NEW";""
"G67828 90 5";"";"ORIGIN AGRITECH LIMITED";"CALL";""
"G67828 95 5";"";"ORIGIN AGRITECH LIMITED";"PUT";""
"G6855A 10 3";"";"OXFORD IMMUNOTEC GLOBAL PLC";"ORD SHS";""
"G6856M 10 6";"";"OXBRIDGE RE HLDGS LTD";"SHS";""
"G6856M 11 4";"";"OXBRIDGE RE HLDGS LTD";"*W EXP 03/26/202";""
"G68707 10 1";"*";"PAGSEGURO DIGITAL LTD";"COM CL A";""
"G68707 90 1";"";"PAGSEGURO DIGITAL LTD";"CALL";""
"G68707 95 1";"";"PAGSEGURO DIGITAL LTD";"PUT";""
"G6891L 10 5";"";"PANGAEA LOGISTICS SOLUTION L";"SHS";""
"G7S00T 10 4";"*";"PENTAIR PLC";"SHS";""
"G7S00T 90 4";"";"PENTAIR PLC";"CALL";""
"G7S00T 95 4";"";"PENTAIR PLC";"PUT";""
"G7T16G 10 3";"*";"SAPIENS INTL CORP N V";"SHS";""
"G7T16G 90 3";"";"SAPIENS INTL CORP N V";"CALL";""
"G7T16G 95 3";"";"SAPIENS INTL CORP N V";"PUT";""
"G7T96K 10 7";"*";"SCULLY ROYALTY LTD";"COM SHS";"ADDED"
"G7T96K 90 7";"";"SCULLY ROYALTY LTD";"CALL";"ADDED"
"G7T96K 95 7";"";"SCULLY ROYALTY LTD";"PUT";"ADDED"
"G7114V 10 2";"";"PINGTAN MARINE ENTERPRISE LT";"SHS";""
"G72007 10 0";"";"POWERBRIDGE TECHNLOGIES CO L";"ORD SHS";"ADDED"
"G7234P 10 0";"";"PRESBIA PLC";"SHS";"DELETED"
"G72800 10 8";"*";"PROTHENA CORP PLC";"SHS";""
"G72800 90 8";"";"PROTHENA CORP PLC";"CALL";""
"G72800 95 8";"";"PROTHENA CORP PLC";"PUT";""
"G7306H 10 1";"";"PUHUI WEALTH INVT MGMT CO LT";"SHS";""
"G7314V AA 8";"";"QUDIAN INC";"DEBT  1.000% 7/0";"ADDED"
"G73268 10 7";"*";"QUOTIENT LTD";"SHS";""
"G73268 90 7";"";"QUOTIENT LTD";"CALL";""
"G73268 95 7";"";"QUOTIENT LTD";"PUT";""
"G7415M 10 8";"";"RECON TECHNOLOGY LTD";"SHS";""
"G7457R 12 2";"";"REEBONZ HLDG LTD";"SHS";""
"G74760 10 2";"";"REGALWOOD GLOBAL ENERGY LTD";"COM CL A";""
"G74760 11 0";"";"REGALWOOD GLOBAL ENERGY LTD";"UNIT 99/99/9999";""
"G74760 12 8";"";"REGALWOOD GLOBAL ENERGY LTD";"*W EXP 12/05/202";""
"G7496G 10 3";"*";"RENAISSANCERE HOLDINGS LTD";"COM";""
"G7496G 90 3";"";"RENAISSANCERE HOLDINGS LTD";"CALL";""
"G7496G 95 3";"";"RENAISSANCERE HOLDINGS LTD";"PUT";""
"G7500A 10 0";"";"RENMIN TIANLI GROUP INC";"SHS";"DELETED"
"G75130 10 7";"";"REPLAY ACQUISITION CORP";"COM";"ADDED"
"G75130 11 5";"";"REPLAY ACQUISITION CORP";"*W EXP 03/01/202";"ADDED"
"G75130 12 3";"";"REPLAY ACQUISITION CORP";"UNIT 03/01/2024";"ADDED"
"G75271 10 9";"";"RETO ECO SOLUTIONS INC";"COM";""
"G7665A 10 1";"*";"ROWAN COMPANIES PLC";"SHS CL A";"DELETED"
"G7665A 90 1";"";"ROWAN COMPANIES PLC";"CALL";"DELETED"
"G7665A 95 1";"";"ROWAN COMPANIES PLC";"PUT";"DELETED"
"G7945M 10 7";"*";"SEAGATE TECHNOLOGY PLC";"SHS";""
"G7945M 90 7";"";"SEAGATE TECHNOLOGY PLC";"CALL";""
"G7945M 95 7";"";"SEAGATE TECHNOLOGY PLC";"PUT";""
"G7948T AA 7";"";"SEA LTD";"DEBT  2.250% 7/0";"DELETED"
"G7998G 10 6";"*";"SEADRILL LTD";"COM";""
"G7998G 90 6";"";"SEADRILL LTD";"CALL";""
"G7998G 95 6";"";"SEADRILL LTD";"PUT";""
"G8060N 10 2";"*";"SENSATA TECHNOLOGIES HLDNG P";"SHS";""
"G8060N 90 2";"";"SENSATA TECHNOLOGIES HLDNG P";"CALL";""
"G8060N 95 2";"";"SENSATA TECHNOLOGIES HLDNG P";"PUT";""
"G80751 12 9";"";"SGOCO GROUP LTD";"SHS NEW";""
"G81075 AF 3";"";"SHIP FINANCE INTERNATIONAL L";"NOTE  5.750%10/1";""
"G81075 10 6";"*";"SHIP FINANCE INTERNATIONAL L";"SHS";""
"G81075 90 6";"";"SHIP FINANCE INTERNATIONAL L";"CALL";""
"G81075 95 6";"";"SHIP FINANCE INTERNATIONAL L";"PUT";""
"G81276 10 0";"*";"SIGNET JEWELERS LIMITED";"SHS";""
"G81276 90 0";"";"SIGNET JEWELERS LIMITED";"CALL";""
"G81276 95 0";"";"SIGNET JEWELERS LIMITED";"PUT";""
"G81477 10 4";"*";"SINA CORP";"ORD";""
"G81477 90 4";"";"SINA CORP";"CALL";""
"G81477 95 4";"";"SINA CORP";"PUT";""
"G8196D 10 1";"";"SIRIUS INTERNATIONAL INSURAN";"COM";""
"G8232Y 10 1";"*";"SMART GLOBAL HLDGS INC";"SHS";""
"G8232Y 90 1";"";"SMART GLOBAL HLDGS INC";"CALL";""
"G8232Y 95 1";"";"SMART GLOBAL HLDGS INC";"PUT";""
"G8250R 10 3";"";"SOCIAL CAP HEDOSOPHIA HLDGS";"CL A";""
"G8250R 11 1";"";"SOCIAL CAP HEDOSOPHIA HLDGS";"UNIT 99/99/9999";""
"G8250R 12 9";"";"SOCIAL CAP HEDOSOPHIA HLDGS";"*W EXP 09/14/202";""
"G8406F 10 2";"";"SSLJ COM LIMITED";"SHS CL A";"DELETED"
"G8406F 11 0";"";"SSLJ COM LIMITED";"SHS CL A";"ADDED"
"G8473T 10 0";"*";"STERIS PLC";"SHS USD";""
"G8473T 90 0";"";"STERIS PLC";"CALL";" "
"G8473T 95 0";"";"STERIS PLC";"PUT";" "
"G85158 10 6";"*";"STONECO LTD";"COM CL A";" "
"G85158 90 6";"";"STONECO LTD";"CALL";" "
"G85158 95 6";"";"STONECO LTD";"PUT";" "
"G85347 10 5";"*";"STRONGBRIDGE BIOPHARMA PLC";"SHS USD";" "
"G85347 90 5";"";"STRONGBRIDGE BIOPHARMA PLC";"CALL";" "
"G85347 95 5";"";"STRONGBRIDGE BIOPHARMA PLC";"PUT";" "
"G8651P 11 0";"";"SPI ENERGY CO LTD";"SHS NEW";" "
"G8675V 10 1";"*";"TAOPING INC";"COM";" "
"G8675V 90 1";"";"TAOPING INC";"CALL";" "
"G8675V 95 1";"";"TAOPING INC";"PUT";" "
"G8675X 10 7";"";"TANTECH HLDGS LTD";"COM";" "
"G8708A 10 8";"";"TENZING ACQUISITION CORP";"*W EXP 02/23/202";" "
"G8708A 11 6";"";"TENZING ACQUISITION CORP";"ORD SHS";" "
"G8708A 12 4";"";"TENZING ACQUISITION CORP";"UNIT 08/24/2024";" "
"G87084 10 2";"";"TDH HLDGS INC";"SHS";" "
"G87110 10 5";"*";"TECHNIPFMC PLC";"COM";" "
"G87110 90 5";"";"TECHNIPFMC PLC";"CALL";" "
"G87110 95 5";"";"TECHNIPFMC PLC";"PUT";" "
"G87264 10 0";"";"TECNOGLASS INC";"SHS";" "
"G8766E 10 9";"*";"TEXTAINER GROUP HOLDINGS LTD";"SHS";" "
"G8766E 90 9";"";"TEXTAINER GROUP HOLDINGS LTD";"CALL";" "
"G8766E 95 9";"";"TEXTAINER GROUP HOLDINGS LTD";"PUT";" "
"G8789K 12 4";"";"ABILITY INC";"SHS";" "
"G8807B 10 6";"*";"THERAVANCE BIOPHARMA INC";"COM";" "
"G8807B 90 6";"";"THERAVANCE BIOPHARMA INC";"CALL";" "
"G8807B 95 6";"";"THERAVANCE BIOPHARMA INC";"PUT";" "
"G8827U 10 0";"*";"THIRD PT REINS LTD";"COM";" "
"G8827U 90 0";"";"THIRD PT REINS LTD";"CALL";" "
"G8827U 95 0";"";"THIRD PT REINS LTD";"PUT";" "
"G8857R 10 0";"";"THUNDER BRIDGE ACQUISITION L";"SHS CLASS A";" "
"G8857R 11 8";"";"THUNDER BRIDGE ACQUISITION L";"UNIT 01/01/2025";" "
"G8857R 12 6";"";"THUNDER BRIDGE ACQUISITION L";"*W EXP 01/01/202";" "
"G88950 10 3";"";"TKK SYMPHONY ACQUISITION COR";"ORD SHS";""
"G88950 11 1";"";"TKK SYMPHONY ACQUISITION COR";"UNIT 08/15/2023";""
"G88950 12 9";"";"TKK SYMPHONY ACQUISITION COR";"*W EXP 02/20/202";""
"G88950 13 7";"";"TKK SYMPHONY ACQUISITION COR";"RIGHT 02/20/2020";""
"G89479 10 2";"";"TORM PLC";"SHS CL A";""
"G8959N 10 6";"";"TOTTENHAM ACQUISITION I LTD";"SHS";""
"G8959N 11 4";"";"TOTTENHAM ACQUISITION I LTD";"*W EXP 05/06/202";""
"G8959N 12 2";"";"TOTTENHAM ACQUISITION I LTD";"RIGHT 06/05/2020";""
"G8959N 13 0";"";"TOTTENHAM ACQUISITION I LTD";"UNIT 05/06/2025";""
"G89827 10 2";"";"TPG PACE HLDGS CORP";"UNIT 99/99/9999";""
"G89827 11 0";"";"TPG PACE HLDGS CORP";"*W EXP 06/27/202";""
"G89827 12 8";"";"TPG PACE HLDGS CORP";"CL A";""
"G89982 11 3";"*";"TRANSATLANTIC PETROLEUM LTD";"SHS NEW";""
"G89982 90 3";"";"TRANSATLANTIC PETROLEUM LTD";"CALL";""
"G89982 95 3";"";"TRANSATLANTIC PETROLEUM LTD";"PUT";""
"G9001E 10 2";"*";"LIBERTY LATIN AMERICA LTD";"COM CL A";""
"G9001E 90 2";"";"LIBERTY LATIN AMERICA LTD";"CALL";""
"G9001E 95 2";"";"LIBERTY LATIN AMERICA LTD";"PUT";""
"G9001E 12 8";"*";"LIBERTY LATIN AMERICA LTD";"COM CL C";""
"G9001E 90 8";"";"LIBERTY LATIN AMERICA LTD";"CALL";""
"G9001E 95 8";"";"LIBERTY LATIN AMERICA LTD";"PUT";""
"G90073 AC 4";"";"TRANSOCEAN INC";"DEBT  0.500% 1/3";""
"G9019D 10 4";"*";"TRAVELPORT WORLDWIDE LTD";"SHS";"DELETED"
"G9019D 90 4";"";"TRAVELPORT WORLDWIDE LTD";"CALL";"DELETED"
"G9019D 95 4";"";"TRAVELPORT WORLDWIDE LTD";"PUT";"DELETED"
"G9078F 10 7";"*";"TRITON INTL LTD";"CL A";""
"G9078F 90 7";"";"TRITON INTL LTD";"CALL";""
"G9078F 95 7";"";"TRITON INTL LTD";"PUT";""
"G9087Q 10 2";"*";"TRONOX HOLDINGS PLC";"SHS";""
"G9087Q 90 2";"";"TRONOX HOLDINGS PLC";"CALL";""
"G9087Q 95 2";"";"TRONOX HOLDINGS PLC";"PUT";""
"G9108L 10 8";"*";"TSAKOS ENERGY NAVIGATION LTD";"SHS";""
"G9108L 90 8";"";"TSAKOS ENERGY NAVIGATION LTD";"CALL";""
"G9108L 95 8";"";"TSAKOS ENERGY NAVIGATION LTD";"PUT";""
"G9145A 10 7";"";"TWELVE SEAS INVESTMENT COMPA";"SHS";""
"G9145A 11 5";"";"TWELVE SEAS INVESTMENT COMPA";"*W EXP 12/22/202";""
"G9145A 12 3";"";"TWELVE SEAS INVESTMENT COMPA";"UNIT 06/21/2023";""
"G9145A 13 1";"";"TWELVE SEAS INVESTMENT COMPA";"RIGHT 12/22/2019";""
"G9310A 11 4";"*";"UTSTARCOM HOLDINGS CORP";"SHS NEW";""
"G9310A 90 4";"";"UTSTARCOM HOLDINGS CORP";"CALL";""
"G9310A 95 4";"";"UTSTARCOM HOLDINGS CORP";"PUT";""
"G9329Z 10 0";"*";"VENATOR MATLS PLC";"SHS";""
"G9329Z 90 0";"";"VENATOR MATLS PLC";"CALL";""
"G9329Z 95 0";"";"VENATOR MATLS PLC";"PUT";""
"G9376R 10 0";"";"VIVOPOWER INTERNATIONAL PLC";"SHS";""
"G9381B 10 8";"";"UROVANT SCIENCES LTD";"SHS";""
"G9396G 10 0";"";"URBAN TEA INC";"ORD SHS";""
"G94184 10 1";"";"WAH FU EDUCATION GROUP LIMIT";"SHS";"ADDED"
"G9456A 10 0";"*";"GOLAR LNG LTD BERMUDA";"SHS";""
"G9456A 90 0";"";"GOLAR LNG LTD BERMUDA";"CALL";""
"G9456A 95 0";"";"GOLAR LNG LTD BERMUDA";"PUT";""
"G94787 10 1";"";"WATFORD HOLDINGS LTD";"SHS";""
"G9515T AA 6";"";"WEIBO CORP";"DEBT  1.250%11/1";"DELETED"
"G9618E 10 7";"";"WHITE MTNS INS GROUP LTD";"COM";""
"G96629 10 3";"*";"WILLIS TOWERS WATSON PUB LTD";"SHS";""
"G96629 90 3";"";"WILLIS TOWERS WATSON PUB LTD";"CALL";""
"G96629 95 3";"";"WILLIS TOWERS WATSON PUB LTD";"PUT";""
"G97223 10 4";"";"WINS FIN HLDGS INC";"ORD SHS";""
"G97822 10 3";"*";"PERRIGO CO PLC";"SHS";""
"G97822 90 3";"";"PERRIGO CO PLC";"CALL";""
"G97822 95 3";"";"PERRIGO CO PLC";"PUT";""
"G98338 10 9";"";"YATRA ONLINE INC";"ORD SHS";""
"G9887Y AB 3";"";"YY INC";"DEBT  0.750% 6/1";"ADDED"
"G9887Y AC 1";"";"YY INC";"DEBT  1.375% 6/1";"ADDED"
"G9892K 10 0";"";"ZK INTL GROUP CO LTD";"SHS";""
"H00263 10 5";"";"AC IMMUNE SA";"SHS";""
"H01301 12 8";"*";"ALCON INC";"ORD SHS";"ADDED"
"H01301 90 8";"";"ALCON INC";"CALL";"ADDED"
"H01301 95 8";"";"ALCON INC";"PUT";"ADDED"
"H1467J 10 4";"*";"CHUBB LIMITED";"COM";""
"H1467J 90 4";"";"CHUBB LIMITED";"CALL";""
"H1467J 95 4";"";"CHUBB LIMITED";"PUT";""
"H17182 10 8";"*";"CRISPR THERAPEUTICS AG";"NAMEN AKT";""
"H17182 90 8";"";"CRISPR THERAPEUTICS AG";"CALL";""
"H17182 95 8";"";"CRISPR THERAPEUTICS AG";"PUT";""
"H2906T 10 9";"*";"GARMIN LTD";"SHS";""
"H2906T 90 9";"";"GARMIN LTD";"CALL";""
"H2906T 95 9";"";"GARMIN LTD";"PUT";""
"H42097 10 7";"*";"UBS GROUP AG";"SHS";""
"H42097 90 7";"";"UBS GROUP AG";"CALL";""
"H42097 95 7";"";"UBS GROUP AG";"PUT";""
"H50430 23 2";"*";"LOGITECH INTL S A";"SHS";""
"H50430 90 2";"";"LOGITECH INTL S A";"CALL";""
"H50430 95 2";"";"LOGITECH INTL S A";"PUT";""
"H5861P 10 3";"";"OBSEVA SA";"COM";""
"H84989 10 4";"*";"TE CONNECTIVITY LTD";"REG SHS";""
"H84989 90 4";"";"TE CONNECTIVITY LTD";"CALL";""
"H84989 95 4";"";"TE CONNECTIVITY LTD";"PUT";""
"H8817H 10 0";"*";"TRANSOCEAN LTD";"REG SHS";""
"H8817H 90 0";"";"TRANSOCEAN LTD";"CALL";""
"H8817H 95 0";"";"TRANSOCEAN LTD";"PUT";""
"L00849 10 6";"*";"ADECOAGRO S A";"COM";""
"L00849 90 6";"";"ADECOAGRO S A";"CALL";""
"L00849 95 6";"";"ADECOAGRO S A";"PUT";""
"L0175J 10 4";"*";"ALTISOURCE PORTFOLIO SOLNS S";"REG SHS";""
"L0175J 90 4";"";"ALTISOURCE PORTFOLIO SOLNS S";"CALL";""
"L0175J 95 4";"";"ALTISOURCE PORTFOLIO SOLNS S";"PUT";""
"L0223L 10 1";"*";"ARDAGH GROUP S A";"CL A";""
"L0223L 90 1";"";"ARDAGH GROUP S A";"CALL";""
"L0223L 95 1";"";"ARDAGH GROUP S A";"PUT";""
"L0427L 10 5";"";"ATENTO S A";"SHS";""
"L1995B 10 7";"";"CORPORACION AMER ARPTS S A";"COM";""
"L44385 10 9";"*";"GLOBANT S A";"COM";""
"L44385 90 9";"";"GLOBANT S A";"CALL";""
"L44385 95 9";"";"GLOBANT S A";"PUT";""
"L4441G AA 8";"";"GOL EQUITY FIN";"DEBT  3.750% 7/1";""
"L5140P 10 1";"*";"INTELSAT S A";"COM";""
"L5140P 90 1";"";"INTELSAT S A";"CALL";""
"L5140P 95 1";"";"INTELSAT S A";"PUT";""
"L6388F 11 0";"";"MILLICOM INTL CELLULAR SA";"COM STK";""
"L67359 10 6";"";"NEXA RES S A";"COM";""
"L7257P 20 5";"";"PACIFIC DRILLING SA LUXEMBOU";"COM";""
"L72967 10 9";"*";"ORION ENGINEERED CARBONS S A";"COM";""
"L72967 90 9";"";"ORION ENGINEERED CARBONS S A";"CALL";""
"L72967 95 9";"";"ORION ENGINEERED CARBONS S A";"PUT";""
"L8681T 10 2";"*";"SPOTIFY TECHNOLOGY S A";"SHS";""
"L8681T 90 2";"";"SPOTIFY TECHNOLOGY S A";"CALL";""
"L8681T 95 2";"";"SPOTIFY TECHNOLOGY S A";"PUT";""
"L9340P 10 1";"*";"TRINSEO S A";"SHS";""
"L9340P 90 1";"";"TRINSEO S A";"CALL";""
"L9340P 95 1";"";"TRINSEO S A";"PUT";""
"M0854Q 10 5";"*";"ALLOT LTD";"SHS";""
"M0854Q 90 5";"";"ALLOT LTD";"CALL";""
"M0854Q 95 5";"";"ALLOT LTD";"PUT";""
"M1492T 10 5";"*";"ARCTURUS THERAPEUTICS LTD";"SHS";"DELETED"
"M1492T 90 5";"";"ARCTURUS THERAPEUTICS LTD";"CALL";"DELETED"
"M1492T 95 5";"";"ARCTURUS THERAPEUTICS LTD";"PUT";"DELETED"
"M15332 12 1";"*";"ATTUNITY LTD";"SHS NEW";"DELETED"
"M15332 90 1";"";"ATTUNITY LTD";"CALL";"DELETED"
"M15332 95 1";"";"ATTUNITY LTD";"PUT";"DELETED"
"M15342 10 4";"*";"AUDIOCODES LTD";"ORD";""
"M15342 90 4";"";"AUDIOCODES LTD";"CALL";""
"M15342 95 4";"";"AUDIOCODES LTD";"PUT";""
"M15629 10 4";"";"B COMMUNICATIONS LTD";"SHS";""
"M20115 18 0";"";"BOS BETTER ONLINE SOLUTIONS";"SHS NEW NIS 80";""
"M20598 10 4";"*";"CAESARSTONE LTD";"ORD SHS";""
"M20598 90 4";"";"CAESARSTONE LTD";"CALL";""
"M20598 95 4";"";"CAESARSTONE LTD";"PUT";""
"M20791 10 5";"*";"CAMTEK LTD";"ORD";""
"M20791 90 5";"";"CAMTEK LTD";"CALL";""
"M20791 95 5";"";"CAMTEK LTD";"PUT";""
"M2196U 10 9";"*";"CELLCOM ISRAEL LTD";"SHS";""
"M2196U 90 9";"";"CELLCOM ISRAEL LTD";"CALL";""
"M2196U 95 9";"";"CELLCOM ISRAEL LTD";"PUT";""
"M22013 10 2";"*";"CERAGON NETWORKS LTD";"ORD";""
"M22013 90 2";"";"CERAGON NETWORKS LTD";"CALL";""
"M22013 95 2";"";"CERAGON NETWORKS LTD";"PUT";""
"M22465 10 4";"*";"CHECK POINT SOFTWARE TECH LT";"ORD";""
"M22465 90 4";"";"CHECK POINT SOFTWARE TECH LT";"CALL";""
"M22465 95 4";"";"CHECK POINT SOFTWARE TECH LT";"PUT";""
"M2361E 12 0";"";"CHECK CAP LTD";"*W EXP 02/28/202";""
"M2361E 16 1";"";"CHECK CAP LTD";"*W EXP 05/03/202";""
"M2361E 20 3";"";"CHECK CAP LTD";"SHS";""
"M25722 10 5";"*";"COMPUGEN LTD";"ORD";""
"M25722 90 5";"";"COMPUGEN LTD";"CALL";""
"M25722 95 5";"";"COMPUGEN LTD";"PUT";""
"M2682V 10 8";"*";"CYBERARK SOFTWARE LTD";"SHS";""
"M2682V 90 8";"";"CYBERARK SOFTWARE LTD";"CALL";""
"M2682V 95 8";"";"CYBERARK SOFTWARE LTD";"PUT";""
"M26895 10 8";"*";"CYREN LTD";"SHS";""
"M26895 90 8";"";"CYREN LTD";"CALL";""
"M26895 95 8";"";"CYREN LTD";"PUT";""
"M3760D 10 1";"*";"ELBIT SYS LTD";"ORD";""
"M3760D 90 1";"";"ELBIT SYS LTD";"CALL";""
"M3760D 95 1";"";"ELBIT SYS LTD";"PUT";""
